city;state
Belmonte;Cuenca
Belmonte de Campos;Palencia
Belmonte de Gracián;Zaragoza
Belmonte de Miranda;Asturias
Belmonte de San José;Teruel
Belmonte de Tajo;Madrid
Belmontejo;Cuenca
Belorado;Burgos
Belver de Cinca;Huesca
Belver de los Montes;Zamora
Belvís de la Jara;Toledo
Belvís de Monroy;Cáceres
Bembibre;León
Benabarre;Huesca
Benacazón;Sevilla
Benadalid;Málaga
Benafarces;Valladolid
Benafer;Castellón
Benafigos;Castellón
Benagéber;Valencia
Benaguasil;Valencia
Benahadux;Almería
Benahavís;Málaga
Benalauría;Málaga
Benalmádena;Málaga
Benalúa;Granada
Benalúa de las Villas;Granada
Benalup-Casas Viejas;Cádiz
Benamargosa;Málaga
Benamaurel;Granada
Benamejí;Córdoba
Benamocarra;Málaga
Benaocaz;Cádiz
Benaoján;Málaga
Benarrabá;Málaga
Benasal;Castellón
Benasau;Alicante
Benasque;Huesca
Benatae;Jaén
Benavent de Segrià;Lleida
Benavente;Zamora
Benavides;León
Benavites;Valencia
Benegiles;Zamora
Beneixama;Alicante
Beneixida;Valencia
Benejúzar;Alicante
Benetússer;Valencia
Benferri;Alicante
Beniarbeig;Alicante
Beniardá;Alicante
Beniarjó;Valencia
Beniarrés;Alicante
Beniatjar;Valencia
Benicarló;Castellón
Benicasim/Benicàssim;Castellón
Benicolet;Valencia
Benicull de Xúquer;Valencia
Benidoleig;Alicante
Benidorm;Alicante
Beniel;Murcia
Benifaió;Valencia
Benifairó de la Valldigna;Valencia
Benifairó de les Valls;Valencia
Benifallet;Tarragona
Benifallim;Alicante
Benifato;Alicante
Beniflá;Valencia
Benigánim;Valencia
Benigembla;Alicante
Benijófar;Alicante
Benilloba;Alicante
Benillup;Alicante
Benimantell;Alicante
Benimarfull;Alicante
Benimassot;Alicante
Benimeli;Alicante
Benimodo;Valencia
Benimuslem;Valencia
Beniparrell;Valencia
Benirredrà;Valencia
Benisanó;Valencia
Benissa;Alicante
Benissanet;Tarragona
Benissoda;Valencia
Benisuera;Valencia
Benitachell/Poble Nou de Benitatxell, el;Alicante
Benitagla;Almería
Benizalón;Almería
Benlloch;Castellón
Benquerencia;Cáceres
Benquerencia de la Serena;Badajoz
Bentarique;Almería
Benuza;León
Bera;Navarra
Berango;Vizcaya
Berantevilla;Álava
Berastegi;Gipuzkoa
Beratón;Soria
Berbegal;Huesca
Berberana;Burgos
Berbinzana;Navarra
Berceo;La Rioja
Bercero;Valladolid
Berceruelo;Valladolid
Bérchules;Granada
Bercial;Segovia
Bercial de Zapardiel;Ávila
Bercianos del Páramo;León
Bercianos del Real Camino;León
Bercimuel;Segovia
Berdejo;Zaragoza
Berga;Barcelona
Bergara;Gipuzkoa
Bergasa;La Rioja
Bergasillas Bajera;La Rioja
Berge;Teruel
Bergondo;A Coruña
Beriáin;Navarra
Berja;Almería
Berlanas, Las;Ávila
Berlanga;Badajoz
Berlanga de Duero;Soria
Berlanga del Bierzo;León
Berlangas de Roa;Burgos
Bermellar;Salamanca
Bermeo;Vizcaya
Bermillo de Sayago;Zamora
Bernardos;Segovia
Bernedo;Álava
Berninches;Guadalajara
Bernuy de Porreros;Segovia
Bernuy-Zapardiel;Ávila
Berriatua;Vizcaya
Berrioplano;Navarra
Berriozar;Navarra
Berriz;Vizcaya
Berrobi;Gipuzkoa
Berrocal;Huelva
Berrocal de Huebra;Salamanca
Berrocal de Salvatierra;Salamanca
Berrocalejo;Cáceres
Berrocalejo de Aragona;Ávila
Berrueces;Valladolid
Berrueco;Zaragoza
Berrueco, El;Madrid
Bertizarana;Navarra
Berzocana;Cáceres
Berzosa de Bureba;Burgos
Berzosa del Lozoya;Madrid
Berzosilla;Palencia
Besalú;Girona
Bescanó;Girona
Betancuria;Las Palmas
Betanzos;A Coruña
Betelu;Navarra
Bétera;Valencia
Beteta;Cuenca
Betxí;Castellón
Beuda;Girona
Bezares;La Rioja
Bezas;Teruel
Biar;Alicante
Bicorp;Valencia
Bidaurreta;Navarra
Bidegoian;Gipuzkoa
Biel;Zaragoza
Bielsa;Huesca
Bienservida;Albacete
Bienvenida;Badajoz
Bierge;Huesca
Biescas;Huesca
Bigastro;Alicante
Bigues i Riells;Barcelona
Bijuesca;Zaragoza
Bilbao;Vizcaya
Bimenes;Asturias
Binaced;Huesca
Binéfar;Huesca
Binissalem;Islas Baleares
Biosca;Lleida
Biota;Zaragoza
Bisaurri;Huesca
Bisbal de Falset, La;Tarragona
Bisbal del Penedès, La;Tarragona
Bisbal d'Empordà, La;Girona
Biscarrués;Huesca
Bisimbre;Zaragoza
Biure;Girona
Biurrun-Olcoz;Navarra
Blacos;Soria
Blanca;Murcia
Blancafort;Tarragona
Blancas;Teruel
Blancos, Os;Ourense
Blanes;Girona
Blascomillán;Ávila
Blasconuño de Matacabras;Ávila
Blascosancho;Ávila
Blázquez, Los;Córdoba
Blecua y Torres;Huesca
Blesa;Teruel
Bliecos;Soria
Boada;Salamanca
Boada de Campos;Palencia
Boadella i les Escaules;Girona
Boadilla de Rioseco;Palencia
Boadilla del Camino;Palencia
Boadilla del Monte;Madrid
Boal;Asturias
Boalo, El;Madrid
Bobadilla;La Rioja
Bobadilla del Campo;Valladolid
Boborás;Ourense
Boca de Huérgano;León
Bocairent;Valencia
Boceguillas;Segovia
Bocigas;Valladolid
Bocos de Duero;Valladolid
Bodera, La;Guadalajara
Bodón, El;Salamanca
Bodonal de la Sierra;Badajoz
Boecillo;Valladolid
Bogajo;Salamanca
Bogarra;Albacete
Bohodón, El;Ávila
Bohonal de Ibor;Cáceres
Bohoyo;Ávila
Boimorto;A Coruña
Boiro;A Coruña
Bola, A;Ourense
Bolaños de Calatrava;Ciudad Real
Bolaños de Campos;Valladolid
Bolbaite;Valencia
Bollullos de la Mitación;Sevilla
Bollullos Par del Condado;Huelva
Bolo, O;Ourense
Boltaña;Huesca
Bolulla;Alicante
Bolvir;Girona
Bonansa;Huesca
Bonares;Huelva
Bonastre;Tarragona
Bonete;Albacete
Boniches;Cuenca
Bonilla de la Sierra;Ávila
Bonillo, El;Albacete
Bonrepòs i Mirambell;Valencia
Boñar;León
Boqueixón;A Coruña
Boquiñeni;Zaragoza
Borau;Huesca
Bordalba;Zaragoza
Bòrdes, Es;Lleida
Bordils;Girona
Bordón;Teruel
Borge, El;Málaga
Borges Blanques, Les;Lleida
Borges del Camp, Les;Tarragona
Borja;Zaragoza
Borjabad;Soria
Bormujos;Sevilla
Bornos;Cádiz
Borobia;Soria
Borox;Toledo
Borrassà;Girona
Borredà;Barcelona
Borrenes;León
Borriana/Burriana;Castellón
Borriol;Castellón
Bosque, El;Cádiz
Bossòst;Lleida
Bot;Tarragona
Botarell;Tarragona
Botija;Cáceres
Botorrita;Zaragoza
Bouza, La;Salamanca
Bóveda;Lugo
Bóveda de Toro, La;Zamora
Bóveda del Río Almar;Salamanca
Bovera;Lleida
Bozoó;Burgos
Brabos;Ávila
Bràfim;Tarragona
Brahojos de Medina;Valladolid
Brañosera;Palencia
Braojos;Madrid
Brazacorta;Burgos
Brazatortas;Ciudad Real
Brazuelo;León
Brea de Aragón;Zaragoza
Brea de Tajo;Madrid
Breda;Girona
Brenes;Sevilla
Breña Alta;Sta. Cruz de Tenerife
Breña Baja;Sta. Cruz de Tenerife
Bretó;Zamora
Bretocino;Zamora
Brieva;Segovia
Brieva de Cameros;La Rioja
Brihuega;Guadalajara
Brime de Sog;Zamora
Brime de Urz;Zamora
Brincones;Salamanca
Briñas;La Rioja
Brión;A Coruña
Briones;La Rioja
Briviesca;Burgos
Bronchales;Teruel
Broto;Huesca
Brozas;Cáceres
Bruc, El;Barcelona
Brull, El;Barcelona
Brunete;Madrid
Brunyola;Girona
Buberos;Soria
Bubierca;Zaragoza
Bubión;Granada
Buciegas;Cuenca
Budia;Guadalajara
Buenache de Alarcón;Cuenca
Buenache de la Sierra;Cuenca
Buenamadre;Salamanca
Buenaventura;Toledo
Buenavista;Salamanca
Buenavista de Valdavia;Palencia
Buenavista del Norte;Sta. Cruz de Tenerife
Buendía;Cuenca
Bueña;Teruel
Bueu;Pontevedra
Bufali;Valencia
Bugarra;Valencia
Bugedo;Burgos
Búger;Islas Baleares
Buitrago;Soria
Buitrago del Lozoya;Madrid
Bujalance;Córdoba
Bujalaro;Guadalajara
Bujaraloz;Zaragoza
Bularros;Ávila
Bulbuente;Zaragoza
Bullas;Murcia
Buniel;Burgos
Bunyola;Islas Baleares
Buñol;Valencia
Buñuel;Navarra
Burbáguena;Teruel
Burela;Lugo
Bureta;Zaragoza
Burganes de Valverde;Zamora
Burgo de Ebro, El;Zaragoza
Burgo de Osma-Ciudad de Osma;Soria
Burgo Ranero, El;León
Burgo, El;Málaga
Burgohondo;Ávila
Burgos;Burgos
Burgui/Burgi;Navarra
Burguillos;Sevilla
Burguillos de Toledo;Toledo
Burguillos del Cerro;Badajoz
Burjassot;Valencia
Burlada/Burlata;Navarra
Burón;León
Burujón;Toledo
Busot;Alicante
Busquístar;Granada
Bustares;Guadalajara
Bustarviejo;Madrid
Buste, El;Zaragoza
Bustillo de Chaves;Valladolid
Bustillo de la Vega;Palencia
Bustillo del Oro;Zamora
Bustillo del Páramo;León
Bustillo del Páramo de Carrión;Palencia
Busto de Bureba;Burgos
Busto, El;Navarra
Busturia;Vizcaya
Cabacés;Tarragona
Cabaco, El;Salamanca
Caballar;Segovia
Cabana de Bergantiños;A Coruña
Cabanabona;Lleida
Cabanas;A Coruña
Cabanelles;Girona
Cabanes;Castellón
Cabanes;Girona
Cabanillas;Navarra
Cabanillas de la Sierra;Madrid
Cabanillas del Campo;Guadalajara
Cabanyes, Les;Barcelona
Cabañas de Ebro;Zaragoza
Cabañas de la Sagra;Toledo
Cabañas de Polendos;Segovia
Cabañas de Sayago;Zamora
Cabañas de Yepes;Toledo
Cabañas del Castillo;Cáceres
Cabañas Raras;León
Cabañes de Esgueva;Burgos
Cabeza de Béjar, La;Salamanca
Cabeza del Buey;Badajoz
Cabeza del Caballo;Salamanca
Cabeza la Vaca;Badajoz
Cabezabellosa;Cáceres
Cabezabellosa de la Calzada;Salamanca
Cabezamesada;Toledo
Cabezarados;Ciudad Real
Cabezarrubias del Puerto;Ciudad Real
Cabezas de Alambre;Ávila
Cabezas de San Juan, Las;Sevilla
Cabezas del Pozo;Ávila
Cabezas del Villar;Ávila
Cabezas Rubias;Huelva
Cabezón de Cameros;La Rioja
Cabezón de la Sal;Cantabria
Cabezón de la Sierra;Burgos
Cabezón de Liébana;Cantabria
Cabezón de Pisuerga;Valladolid
Cabezón de Valderaduey;Valladolid
Cabezuela;Segovia
Cabezuela del Valle;Cáceres
Cabizuela;Ávila
Cabó;Lleida
Cabolafuente;Zaragoza
Cabra;Córdoba
Cabra de Mora;Teruel
Cabra del Camp;Tarragona
Cabra del Santo Cristo;Jaén
Cabrales;Asturias
Cabranes;Asturias
Cabredo;Navarra
Cabrejas del Campo;Soria
Cabrejas del Pinar;Soria
Cabrera d'Anoia;Barcelona
Cabrera de Mar;Barcelona
Cabrera, La;Madrid
Cabrerizos;Salamanca
Cabrero;Cáceres
Cabreros del Monte;Valladolid
Cabreros del Río;León
Cabrillanes;León
Cabrillas;Salamanca
Cabrils;Barcelona
Cabuérniga;Cantabria
Cacabelos;León
Cáceres;Cáceres
Cachorrilla;Cáceres
Cacín;Granada
Cadalso;Cáceres
Cadalso de los Vidrios;Madrid
Cadaqués;Girona
Cádiar;Granada
Cádiz;Cádiz
Cadreita;Navarra
Cadrete;Zaragoza
Cájar;Granada
Cala;Huelva
Calabazas de Fuentidueña;Segovia
Calaceite;Teruel
Calaf;Barcelona
Calafell;Tarragona
Calahorra;La Rioja
Calahorra de Boedo;Palencia
Calahorra, La;Granada
Calamocha;Teruel
Calamonte;Badajoz
Calanda;Teruel
Calañas;Huelva
Calasparra;Murcia
Calatañazor;Soria
Calatayud;Zaragoza
Calatorao;Zaragoza
Calcena;Zaragoza
Caldas de Reis;Pontevedra
Caldearenas;Huesca
Calders;Barcelona
Caldes de Malavella;Girona
Caldes de Montbui;Barcelona
Caldes d'Estrac;Barcelona
Calella;Barcelona
Calera de León;Badajoz
Calera y Chozas;Toledo
Caleruega;Burgos
Caleruela;Toledo
Calicasas;Granada
Càlig;Castellón
Calldetenes;Barcelona
Calles;Valencia
Callosa de Segura;Alicante
Callosa d'En Sarrià;Alicante
Callús;Barcelona
Calmarza;Zaragoza
Calomarde;Teruel
Calonge;Girona
Calonge de Segarra;Barcelona
Calp;Alicante
Caltojar;Soria
Calvarrasa de Abajo;Salamanca
Calvarrasa de Arriba;Salamanca
Calvià;Islas Baleares
Calvos de Randín;Ourense
Calzada de Béjar, La;Salamanca
Calzada de Calatrava;Ciudad Real
Calzada de Don Diego;Salamanca
Calzada de los Molinos;Palencia
Calzada de Oropesa;Toledo
Calzada de Valdunciel;Salamanca
Calzada del Coto;León
Calzadilla;Cáceres
Calzadilla de los Barros;Badajoz
Calzadilla de Tera;Zamora
Camaleño;Cantabria
Camañas;Teruel
Camarasa;Lleida
Camarena;Toledo
Camarena de la Sierra;Teruel
Camarenilla;Toledo
Camargo;Cantabria
Camarillas;Teruel
Camariñas;A Coruña
Camarles;Tarragona
Camarma de Esteruelas;Madrid
Camarzana de Tera;Zamora
Camas;Sevilla
Cambados;Pontevedra
Cambil;Jaén
Cambre;A Coruña
Cambrils;Tarragona
Caminomorisco;Cáceres
Caminreal;Teruel
Camós;Girona
Campana, La;Sevilla
Campanario;Badajoz
Campanet;Islas Baleares
Campaspero;Valladolid
Campazas;León
Campdevànol;Girona
Campelles;Girona
Campello, el;Alicante
Campezo/Kanpezu;Álava
Campillo de Altobuey;Cuenca
Campillo de Aragón;Zaragoza
Campillo de Aranda;Burgos
Campillo de Arenas;Jaén
Campillo de Azaba;Salamanca
Campillo de Deleitosa;Cáceres
Campillo de Dueñas;Guadalajara
Campillo de la Jara, El;Toledo
Campillo de Llerena;Badajoz
Campillo de Ranas;Guadalajara
Campillo, El;Huelva
Campillo, El;Valladolid
Campillos;Málaga
Campillos-Paravientos;Cuenca
Campillos-Sierra;Cuenca
Campins;Barcelona
Campisábalos;Guadalajara
Campllong;Girona
Campo;Huesca
Campo de Criptana;Ciudad Real
Campo de Mirra/Camp de Mirra, el;Alicante
Campo de Peñaranda, El;Salamanca
Campo de San Pedro;Segovia
Campo de Villavidel;León
Campo Lameiro;Pontevedra
Campo Lugar;Cáceres
Campo Real;Madrid
Campofrío;Huelva
Campolara;Burgos
Camponaraya;León
Campoo de Enmedio;Cantabria
Campoo de Yuso;Cantabria
Camporredondo;Valladolid
Camporrélls;Huesca
Camporrobles;Valencia
Campos;Islas Baleares
Campos del Paraíso;Cuenca
Campos del Río;Murcia
Campotéjar;Granada
Camprodon;Girona
Camprovín;La Rioja
Camuñas;Toledo
Canal de Berdún;Huesca
Canalejas de Peñafiel;Valladolid
Canalejas del Arroyo;Cuenca
Canales;Ávila
Canales de la Sierra;La Rioja
Canals;Valencia
Candamo;Asturias
Candasnos;Huesca
Candelaria;Sta. Cruz de Tenerife
Candelario;Salamanca
Candeleda;Ávila
Candilichera;Soria
Candín;León
Canejan;Lleida
Canena;Jaén
Canencia;Madrid
Canet d'Adri;Girona
Canet de Mar;Barcelona
Canet d'En Berenguer;Valencia
Canet lo Roig;Castellón
Canfranc;Huesca
Cangas;Pontevedra
Cangas de Onís;Asturias
Cangas del Narcea;Asturias
Canicosa de la Sierra;Burgos
Caniles;Granada
Canillas de Abajo;Salamanca
Canillas de Aceituno;Málaga
Canillas de Albaida;Málaga
Canillas de Esgueva;Valladolid
Canillas de Río Tuerto;La Rioja
Canjáyar;Almería
Canonja, La;Tarragona
Canovelles;Barcelona
Cànoves i Samalús;Barcelona
Canredondo;Guadalajara
Cantabrana;Burgos
Cantagallo;Salamanca
Cantalapiedra;Salamanca
Cantalejo;Segovia
Cantallops;Girona
Cantalojas;Guadalajara
Cantalpino;Salamanca
Cantaracillo;Salamanca
Cantavieja;Teruel
Cantillana;Sevilla
Cantimpalos;Segovia
Cantiveros;Ávila
Cantoria;Almería
Canyelles;Barcelona
Cañada;Alicante
Cañada de Benatanduz;Teruel
Cañada de Calatrava;Ciudad Real
Cañada de Verich, La;Teruel
Cañada del Hoyo;Cuenca
Cañada Juncosa;Cuenca
Cañada Rosal;Sevilla
Cañada Vellida;Teruel
Cañamaque;Soria
Cañamares;Cuenca
Cañamero;Cáceres
Cáñar;Granada
Cañas;La Rioja
Cañavate, El;Cuenca
Cañaveral;Cáceres
Cañaveral de León;Huelva
Cañaveras;Cuenca
Cañaveruelas;Cuenca
Cañete;Cuenca
Cañete de las Torres;Córdoba
Cañete la Real;Málaga
Cañiza, A;Pontevedra
Cañizal;Zamora
Cañizar;Guadalajara
Cañizar del Olivar;Teruel
Cañizares;Cuenca
Cañizo;Zamora
Capafonts;Tarragona
Caparroso;Navarra
Capçanes;Tarragona
Capdepera;Islas Baleares
Capdesaso;Huesca
Capela, A;A Coruña
Capella;Huesca
Capellades;Barcelona
Capileira;Granada
Capilla;Badajoz
Capillas;Palencia
Capmany;Girona
Capolat;Barcelona
Carabantes;Soria
Carabaña;Madrid
Caracena;Soria
Caracuel de Calatrava;Ciudad Real
Carataunas;Granada
Caravaca de la Cruz;Murcia
Caravia;Asturias
Carazo;Burgos
Carbajales de Alba;Zamora
Carbajo;Cáceres
Carbajosa de la Sagrada;Salamanca
Carballeda de Avia;Ourense
Carballeda de Valdeorras;Ourense
Carballedo;Lugo
Carballiño, O;Ourense
Carballo;A Coruña
Carbellino;Zamora
Carboneras;Almería
Carboneras de Guadazaón;Cuenca
Carbonero el Mayor;Segovia
Carboneros;Jaén
Carcaboso;Cáceres
Carcabuey;Córdoba
Carcaixent;Valencia
Cárcar;Navarra
Carcastillo;Navarra
Carcedo de Bureba;Burgos
Carcedo de Burgos;Burgos
Carcelén;Albacete
Càrcer;Valencia
Cárcheles;Jaén
Cardedeu;Barcelona
Cárdenas;La Rioja
Cardenete;Cuenca
Cardeña;Córdoba
Cardeñadijo;Burgos
Cardeñajimeno;Burgos
Cardeñosa;Ávila
Cardeñosa de Volpejera;Palencia
Cardeñuela Riopico;Burgos
Cardiel de los Montes;Toledo
Cardona;Barcelona
Cardoso de la Sierra, El;Guadalajara
Carenas;Zaragoza
Cariñena;Zaragoza
Cariño;A Coruña
Carlet;Valencia
Carlota, La;Córdoba
Carme;Barcelona
Carmena;Toledo
Cármenes;León
Carmona;Sevilla
Carmonita;Badajoz
Carnota;A Coruña
Carolina, La;Jaén
Carpio;Valladolid
Carpio de Azaba;Salamanca
Carpio de Tajo, El;Toledo
Carpio, El;Córdoba
Carracedelo;León
Carral;A Coruña
Carranque;Toledo
Carrascal de Barregas;Salamanca
Carrascal del Obispo;Salamanca
Carrascal del Río;Segovia
Carrascalejo;Cáceres
Carrascalejo, El;Badajoz
Carrascosa;Cuenca
Carrascosa de Abajo;Soria
Carrascosa de Haro;Cuenca
Carrascosa de la Sierra;Soria
Carratraca;Málaga
Carreño;Asturias
Carrera, La;Ávila
Carrias;Burgos
Carriches;Toledo
Carrícola;Valencia
Carrión de Calatrava;Ciudad Real
Carrión de los Céspedes;Sevilla
Carrión de los Condes;Palencia
Carrizo;León
Carrizosa;Ciudad Real
Carrocera;León
Cartagena;Murcia
Cartajima;Málaga
Cártama;Málaga
Cartaya;Huelva
Cartelle;Ourense
Cartes;Cantabria
Carucedo;León
Casa de Uceda;Guadalajara
Casabermeja;Málaga
Casafranca;Salamanca
Casalarreina;La Rioja
Casar de Cáceres;Cáceres
Casar de Escalona, El;Toledo
Casar de Palomero;Cáceres
Casar, El;Guadalajara
Casarabonela;Málaga
Casarejos;Soria
Casares;Málaga
Casares de las Hurdes;Cáceres
Casariche;Sevilla
Casarrubios del Monte;Toledo
Casarrubuelos;Madrid
Casas Altas;Valencia
Casas Bajas;Valencia
Casas de Benítez;Cuenca
Casas de Don Antonio;Cáceres
Casas de Don Gómez;Cáceres
Casas de Don Pedro;Badajoz
Casas de Fernando Alonso;Cuenca
Casas de Garcimolina;Cuenca
Casas de Guijarro;Cuenca
Casas de Haro;Cuenca
Casas de Juan Núñez;Albacete
Casas de Lázaro;Albacete
Casas de los Pinos;Cuenca
Casas de Millán;Cáceres
Casas de Miravete;Cáceres
Casas de Reina;Badajoz
Casas de San Galindo;Guadalajara
Casas de Ves;Albacete
Casas del Castañar;Cáceres
Casas del Conde, Las;Salamanca
Casas del Monte;Cáceres
Casas del Puerto;Ávila
Casasbuenas;Toledo
Casaseca de Campeán;Zamora
Casaseca de las Chanas;Zamora
Casas-Ibáñez;Albacete
Casasimarro;Cuenca
Casasola;Ávila
Casasola de Arión;Valladolid
Casatejada;Cáceres
Casavieja;Ávila
Casbas de Huesca;Huesca
Cascajares de Bureba;Burgos
Cascajares de la Sierra;Burgos
Cascante;Navarra
Cascante del Río;Teruel
Cáseda;Navarra
Caseres;Tarragona
Casillas;Ávila
Casillas de Coria;Cáceres
Casillas de Flores;Salamanca
Casinos;Valencia
Casla;Segovia
Caso;Asturias
Caspe;Zaragoza
Caspueñas;Guadalajara
Cassà de la Selva;Girona
Casserres;Barcelona
Castalla;Alicante
Castañar de Ibor;Cáceres
Castañares de Rioja;La Rioja
Castañeda;Cantabria
Castaño del Robledo;Huelva
Cástaras;Granada
Castejón;Cuenca
Castejón;Navarra
Castejón de Alarba;Zaragoza
Castejón de Henares;Guadalajara
Castejón de las Armas;Zaragoza
Castejón de Monegros;Huesca
Castejón de Sos;Huesca
Castejón de Tornos;Teruel
Castejón de Valdejasa;Zaragoza
Castejón del Puente;Huesca
Castel de Cabra;Teruel
Castelflorite;Huesca
Castell de Cabres;Castellón
Castell de Castells;Alicante
Castell de Guadalest, el;Alicante
Castell de l'Areny;Barcelona
Castell de Mur;Lleida
Castell, Es;Islas Baleares
Castellanos de Castro;Burgos
Castellanos de Moriscos;Salamanca
Castellanos de Villiquera;Salamanca
Castellanos de Zapardiel;Ávila
Castellar;Jaén
Castellar de la Frontera;Cádiz
Castellar de la Muela;Guadalajara
Castellar de la Ribera;Lleida
Castellar de n'Hug;Barcelona
Castellar de Santiago;Ciudad Real
Castellar del Riu;Barcelona
Castellar del Vallès;Barcelona
Castellar, El;Teruel
Castellbell i el Vilar;Barcelona
Castellbisbal;Barcelona
Castellcir;Barcelona
Castelldans;Lleida
Castelldefels;Barcelona
Castellet i la Gornal;Barcelona
Castellfollit de la Roca;Girona
Castellfollit de Riubregós;Barcelona
Castellfollit del Boix;Barcelona
Castellfort;Castellón
Castellgalí;Barcelona
Castellnou de Bages;Barcelona
Castellnou de Seana;Lleida
Castellnovo;Castellón
Castelló de Farfanya;Lleida
Castelló de Rugat;Valencia
Castelló d'Empúries;Girona
Castellolí;Barcelona
Castellón de la Plana/Castelló de la Plana;Castellón
Castellonet de la Conquesta;Valencia
Castellote;Teruel
Castell-Platja d'Aro;Girona
Castellserà;Lleida
Castellterçol;Barcelona
Castellvell del Camp;Tarragona
Castellví de la Marca;Barcelona
Castellví de Rosanes;Barcelona
Castelnou;Teruel
Castelserás;Teruel
Castielfabib;Valencia
Castiello de Jaca;Huesca
Castigaleu;Huesca
Castil de Peones;Burgos
Castil de Vela;Palencia
Castilblanco;Badajoz
Castilblanco de los Arroyos;Sevilla
Castildelgado;Burgos
Castilfalé;León
Castilforte;Guadalajara
Castilfrío de la Sierra;Soria
Castiliscar;Zaragoza
Castillazuelo;Huesca
Castilleja de Guzmán;Sevilla
Castilleja de la Cuesta;Sevilla
Castilleja del Campo;Sevilla
Castilléjar;Granada
Castillejo de Iniesta;Cuenca
Castillejo de Martín Viejo;Salamanca
Castillejo de Mesleón;Segovia
Castillejo de Robledo;Soria
Castillejo-Sierra;Cuenca
Castillo de Bayuela;Toledo
Castillo de Garcimuñoz;Cuenca
Castillo de las Guardas, El;Sevilla
Castillo de Locubín;Jaén
Castillo de Villamalefa;Castellón
Castillo-Albaráñez;Cuenca
Castillonroy;Huesca
Castillonuevo;Navarra
Castilnuevo;Guadalajara
Castilruiz;Soria
Castraz;Salamanca
Castrejón de la Peña;Palencia
Castrejón de Trabancos;Valladolid
Castrelo de Miño;Ourense
Castrelo do Val;Ourense
Castril;Granada
Castrillo de Cabrera;León
Castrillo de Don Juan;Palencia
Castrillo de Duero;Valladolid
Castrillo de la Guareña;Zamora
Castrillo de la Reina;Burgos
Castrillo de la Valduerna;León
Castrillo de la Vega;Burgos
Castrillo de Onielo;Palencia
Castrillo de Riopisuerga;Burgos
Castrillo de Villavega;Palencia
Castrillo del Val;Burgos
Castrillo Matajudíos;Burgos
Castrillón;Asturias
Castrillo-Tejeriego;Valladolid
Castro Caldelas;Ourense
Castro de Filabres;Almería
Castro de Fuentidueña;Segovia
